Indicator,Unit,Subgroup,Time Period,Data Value
New HIV Infections,Number,Children (0-14) lower estimate,2013,158008.0
New HIV Infections,Number,Children (0-14) lower estimate,2014,125700.0
New HIV Infections,Number,Children (0-14) lower estimate,2015,108574.0
New HIV Infections,Number,Children (0-14) upper estimate,1990,228011.0
New HIV Infections,Number,Children (0-14) upper estimate,1991,267982.0
New HIV Infections,Number,Children (0-14) upper estimate,1992,309629.0
New HIV Infections,Number,Children (0-14) upper estimate,1993,351817.0
New HIV Infections,Number,Children (0-14) upper estimate,1994,394770.0
New HIV Infections,Number,Children (0-14) upper estimate,1995,431668.0
New HIV Infections,Number,Children (0-14) upper estimate,1996,470474.0
New HIV Infections,Number,Children (0-14) upper estimate,1997,504347.0
New HIV Infections,Number,Children (0-14) upper estimate,1998,532835.0
New HIV Infections,Number,Children (0-14) upper estimate,1999,547449.0
New HIV Infections,Number,Children (0-14) upper estimate,2000,559718.0
New HIV Infections,Number,Children (0-14) upper estimate,2001,567051.0
New HIV Infections,Number,Children (0-14) upper estimate,2002,560047.0
New HIV Infections,Number,Children (0-14) upper estimate,2003,553721.0
New HIV Infections,Number,Children (0-14) upper estimate,2004,533819.0
New HIV Infections,Number,Children (0-14) upper estimate,2005,510972.0
New HIV Infections,Number,Children (0-14) upper estimate,2006,492343.0
New HIV Infections,Number,Children (0-14) upper estimate,2007,462121.0
New HIV Infections,Number,Children (0-14) upper estimate,2008,436775.0
New HIV Infections,Number,Children (0-14) upper estimate,2009,391138.0
New HIV Infections,Number,Children (0-14) upper estimate,2010,351046.0
New HIV Infections,Number,Children (0-14) upper estimate,2011,327549.0
New HIV Infections,Number,Children (0-14) upper estimate,2012,288152.0
New HIV Infections,Number,Children (0-14) upper estimate,2013,252117.0
New HIV Infections,Number,Children (0-14) upper estimate,2014,215201.0
New HIV Infections,Number,Children (0-14) upper estimate,2015,192646.0
New HIV Infections,Number,Females Adults (15+) estimate,1990,868360.0
New HIV Infections,Number,Females Adults (15+) estimate,1991,1004620.0
New HIV Infections,Number,Females Adults (15+) estimate,1992,1139760.0
New HIV Infections,Number,Females Adults (15+) estimate,1993,1265210.0
New HIV Infections,Number,Females Adults (15+) estimate,1994,1398300.0
New HIV Infections,Number,Females Adults (15+) estimate,1995,1483440.0
New HIV Infections,Number,Females Adults (15+) estimate,1996,1537990.0
New HIV Infections,Number,Females Adults (15+) estimate,1997,1544140.0
New HIV Infections,Number,Females Adults (15+) estimate,1998,1504510.0
New HIV Infections,Number,Females Adults (15+) estimate,1999,1442280.0
New HIV Infections,Number,Females Adults (15+) estimate,2000,1355100.0
New HIV Infections,Number,Females Adults (15+) estimate,2001,1270130.0
New HIV Infections,Number,Females Adults (15+) estimate,2002,1185600.0
New HIV Infections,Number,Females Adults (15+) estimate,2003,1110710.0
New HIV Infections,Number,Females Adults (15+) estimate,2004,1048410.0
New HIV Infections,Number,Females Adults (15+) estimate,2005,1000740.0
New HIV Infections,Number,Females Adults (15+) estimate,2006,964660.0
New HIV Infections,Number,Females Adults (15+) estimate,2007,949276.0
New HIV Infections,Number,Females Adults (15+) estimate,2008,932252.0
New HIV Infections,Number,Females Adults (15+) estimate,2009,925614.0
New HIV Infections,Number,Females Adults (15+) estimate,2010,920070.0
New HIV Infections,Number,Females Adults (15+) estimate,2011,922693.0
New HIV Infections,Number,Females Adults (15+) estimate,2012,922677.0
New HIV Infections,Number,Females Adults (15+) estimate,2013,920966.0
New HIV Infections,Number,Females Adults (15+) estimate,2014,916357.0
New HIV Infections,Number,Females Adults (15+) estimate,2015,903645.0
New HIV Infections,Number,Females Adults (15+) lower estimate,1990,765369.0
New HIV Infections,Number,Females Adults (15+) lower estimate,1991,894482.0
New HIV Infections,Number,Females Adults (15+) lower estimate,1992,1017060.0
New HIV Infections,Number,Females Adults (15+) lower estimate,1993,1128810.0
New HIV Infections,Number,Females Adults (15+) lower estimate,1994,1248880.0
New HIV Infections,Number,Females Adults (15+) lower estimate,1995,1329960.0
New HIV Infections,Number,Females Adults (15+) lower estimate,1996,1392540.0
New HIV Infections,Number,Females Adults (15+) lower estimate,1997,1404470.0
New HIV Infections,Number,Females Adults (15+) lower estimate,1998,1367530.0
New HIV Infections,Number,Females Adults (15+) lower estimate,1999,1308270.0
New HIV Infections,Number,Females Adults (15+) lower estimate,2000,1231080.0
New HIV Infections,Number,Females Adults (15+) lower estimate,2001,1153540.0
New HIV Infections,Number,Females Adults (15+) lower estimate,2002,1076090.0
New HIV Infections,Number,Females Adults (15+) lower estimate,2003,1008400.0
New HIV Infections,Number,Females Adults (15+) lower estimate,2004,951522.0
New HIV Infections,Number,Females Adults (15+) lower estimate,2005,908265.0
New HIV Infections,Number,Females Adults (15+) lower estimate,2006,877861.0
New HIV Infections,Number,Females Adults (15+) lower estimate,2007,860310.0
New HIV Infections,Number,Females Adults (15+) lower estimate,2008,842487.0
New HIV Infections,Number,Females Adults (15+) lower estimate,2009,834265.0
New HIV Infections,Number,Females Adults (15+) lower estimate,2010,823357.0
New HIV Infections,Number,Females Adults (15+) lower estimate,2011,824490.0
New HIV Infections,Number,Females Adults (15+) lower estimate,2012,822270.0
New HIV Infections,Number,Females Adults (15+) lower estimate,2013,819074.0
New HIV Infections,Number,Females Adults (15+) lower estimate,2014,811630.0
New HIV Infections,Number,Females Adults (15+) lower estimate,2015,795586.0
New HIV Infections,Number,Females Adults (15+) upper estimate,1990,991914.0
New HIV Infections,Number,Females Adults (15+) upper estimate,1991,1132130.0
New HIV Infections,Number,Females Adults (15+) upper estimate,1992,1279150.0
New HIV Infections,Number,Females Adults (15+) upper estimate,1993,1426760.0
New HIV Infections,Number,Females Adults (15+) upper estimate,1994,1582590.0
New HIV Infections,Number,Females Adults (15+) upper estimate,1995,1669380.0
New HIV Infections,Number,Females Adults (15+) upper estimate,1996,1712770.0
New HIV Infections,Number,Females Adults (15+) upper estimate,1997,1710920.0
New HIV Infections,Number,Females Adults (15+) upper estimate,1998,1658400.0
New HIV Infections,Number,Females Adults (15+) upper estimate,1999,1582180.0
New HIV Infections,Number,Females Adults (15+) upper estimate,2000,1490450.0
New HIV Infections,Number,Females Adults (15+) upper estimate,2001,1397520.0
New HIV Infections,Number,Females Adults (15+) upper estimate,2002,1310620.0
New HIV Infections,Number,Females Adults (15+) upper estimate,2003,1231520.0
New HIV Infections,Number,Females Adults (15+) upper estimate,2004,1163270.0
New HIV Infections,Number,Females Adults (15+) upper estimate,2005,1111410.0
New HIV Infections,Number,Females Adults (15+) upper estimate,2006,1070940.0
New HIV Infections,Number,Females Adults (15+) upper estimate,2007,1054100.0
New HIV Infections,Number,Females Adults (15+) upper estimate,2008,1035490.0
New HIV Infections,Number,Females Adults (15+) upper estimate,2009,1028660.0
New HIV Infections,Number,Females Adults (15+) upper estimate,2010,1031140.0
New HIV Infections,Number,Females Adults (15+) upper estimate,2011,1039940.0
New HIV Infections,Number,Females Adults (15+) upper estimate,2012,1043890.0
New HIV Infections,Number,Females Adults (15+) upper estimate,2013,1046810.0
New HIV Infections,Number,Females Adults (15+) upper estimate,2014,1043820.0
New HIV Infections,Number,Females Adults (15+) upper estimate,2015,1039490.0
New HIV Infections,Number,Males Adults (15+) estimate,1990,956150.0
New HIV Infections,Number,Males Adults (15+) estimate,1991,1105010.0
New HIV Infections,Number,Males Adults (15+) estimate,1992,1213690.0
New HIV Infections,Number,Males Adults (15+) estimate,1993,1276200.0
New HIV Infections,Number,Males Adults (15+) estimate,1994,1395610.0
New HIV Infections,Number,Males Adults (15+) estimate,1995,1443460.0
New HIV Infections,Number,Males Adults (15+) estimate,1996,1479830.0
New HIV Infections,Number,Males Adults (15+) estimate,1997,1489680.0
New HIV Infections,Number,Males Adults (15+) estimate,1998,1460400.0
New HIV Infections,Number,Males Adults (15+) estimate,1999,1411040.0
New HIV Infections,Number,Males Adults (15+) estimate,2000,1343890.0
New HIV Infections,Number,Males Adults (15+) estimate,2001,1276380.0
New HIV Infections,Number,Males Adults (15+) estimate,2002,1213180.0
New HIV Infections,Number,Males Adults (15+) estimate,2003,1153430.0
New HIV Infections,Number,Males Adults (15+) estimate,2004,1098320.0
New HIV Infections,Number,Males Adults (15+) estimate,2005,1055910.0
New HIV Infections,Number,Males Adults (15+) estimate,2006,1023440.0
New HIV Infections,Number,Males Adults (15+) estimate,2007,1007710.0
New HIV Infections,Number,Males Adults (15+) estimate,2008,989860.0
New HIV Infections,Number,Males Adults (15+) estimate,2009,987012.0
New HIV Infections,Number,Males Adults (15+) estimate,2010,990373.0
New HIV Infections,Number,Males Adults (15+) estimate,2011,998230.0
New HIV Infections,Number,Males Adults (15+) estimate,2012,1005740.0
New HIV Infections,Number,Males Adults (15+) estimate,2013,1013090.0
New HIV Infections,Number,Males Adults (15+) estimate,2014,1020090.0
New HIV Infections,Number,Males Adults (15+) estimate,2015,1019600.0
New HIV Infections,Number,Males Adults (15+) lower estimate,1990,842749.0
New HIV Infections,Number,Males Adults (15+) lower estimate,1991,983872.0
New HIV Infections,Number,Males Adults (15+) lower estimate,1992,1083035.0
New HIV Infections,Number,Males Adults (15+) lower estimate,1993,1138617.0
New HIV Infections,Number,Males Adults (15+) lower estimate,1994,1246479.0
New HIV Infections,Number,Males Adults (15+) lower estimate,1995,1294108.0
New HIV Infections,Number,Males Adults (15+) lower estimate,1996,1339875.0
New HIV Infections,Number,Males Adults (15+) lower estimate,1997,1354943.0
New HIV Infections,Number,Males Adults (15+) lower estimate,1998,1327428.0
New HIV Infections,Number,Males Adults (15+) lower estimate,1999,1279932.0
New HIV Infections,Number,Males Adults (15+) lower estimate,2000,1220898.0
New HIV Infections,Number,Males Adults (15+) lower estimate,2001,1159223.0
New HIV Infections,Number,Males Adults (15+) lower estimate,2002,1101126.0
New HIV Infections,Number,Males Adults (15+) lower estimate,2003,1047183.0
New HIV Infections,Number,Males Adults (15+) lower estimate,2004,996814.0
New HIV Infections,Number,Males Adults (15+) lower estimate,2005,958336.0
New HIV Infections,Number,Males Adults (15+) lower estimate,2006,931351.0
New HIV Infections,Number,Males Adults (15+) lower estimate,2007,913266.0
New HIV Infections,Number,Males Adults (15+) lower estimate,2008,894547.0
New HIV Infections,Number,Males Adults (15+) lower estimate,2009,889603.0
New HIV Infections,Number,Males Adults (15+) lower estimate,2010,886274.0
New HIV Infections,Number,Males Adults (15+) lower estimate,2011,891986.0
New HIV Infections,Number,Males Adults (15+) lower estimate,2012,896295.0
New HIV Infections,Number,Males Adults (15+) lower estimate,2013,901005.0
New HIV Infections,Number,Males Adults (15+) lower estimate,2014,903502.0
New HIV Infections,Number,Males Adults (15+) lower estimate,2015,897676.0
New HIV Infections,Number,Males Adults (15+) upper estimate,1990,1092196.0
New HIV Infections,Number,Males Adults (15+) upper estimate,1991,1245266.0
New HIV Infections,Number,Males Adults (15+) upper estimate,1992,1362126.0
New HIV Infections,Number,Males Adults (15+) upper estimate,1993,1439157.0
New HIV Infections,Number,Males Adults (15+) upper estimate,1994,1579543.0
New HIV Infections,Number,Males Adults (15+) upper estimate,1995,1624380.0
New HIV Infections,Number,Males Adults (15+) upper estimate,1996,1648000.0
New HIV Infections,Number,Males Adults (15+) upper estimate,1997,1650583.0
New HIV Infections,Number,Males Adults (15+) upper estimate,1998,1609774.0
New HIV Infections,Number,Males Adults (15+) upper estimate,1999,1547904.0
New HIV Infections,Number,Males Adults (15+) upper estimate,2000,1478120.0
New HIV Infections,Number,Males Adults (15+) upper estimate,2001,1404404.0
New HIV Infections,Number,Males Adults (15+) upper estimate,2002,1341104.0
New HIV Infections,Number,Males Adults (15+) upper estimate,2003,1278883.0
New HIV Infections,Number,Males Adults (15+) upper estimate,2004,1218643.0
New HIV Infections,Number,Males Adults (15+) upper estimate,2005,1172685.0
New HIV Infections,Number,Males Adults (15+) upper estimate,2006,1136192.0
New HIV Infections,Number,Males Adults (15+) upper estimate,2007,1118987.0
New HIV Infections,Number,Males Adults (15+) upper estimate,2008,1099474.0
New HIV Infections,Number,Males Adults (15+) upper estimate,2009,1096889.0
New HIV Infections,Number,Males Adults (15+) upper estimate,2010,1109931.0
New HIV Infections,Number,Males Adults (15+) upper estimate,2011,1125074.0
New HIV Infections,Number,Males Adults (15+) upper estimate,2012,1137867.0
New HIV Infections,Number,Males Adults (15+) upper estimate,2013,1151523.0
New HIV Infections,Number,Males Adults (15+) upper estimate,2014,1161974.0
New HIV Infections,Number,Males Adults (15+) upper estimate,2015,1172877.0
