Company,"Know to use the ""Double Irish Arrangement""?",Discloses Likely Tax Payments from Repatriation,Citizen for Tax Justice ID,Category,Description,Turnover,Profit,Employees,Address,Profile on Irish Times,Coordinates,Image,Sources,Sources Link,Homepage,Twitter,clean_text,Cluster
Oriflame,,,,Health,Oriflame was established in 1967 in Sweden and has expanded globally to trade in 61 countries worldwide. The cosmetics company has a presence in Ireland since 1979 when it opened a manufacturing facility in Sandyford. It also operates a direct sales team in Ireland which sells Oriflame cosmetics through home beauty demonstrations and catalogues.,"€25,000,000",,127,IDA Bray Business Park  Southern Cross Road  Bray  Co Wicklow,http://www.top1000.ie/oriflame,"53.18409,-6.116168",http://www.top1000.ie/images/logo/oriflame,,,http://ie.oriflame.com/,@WeAreOriflame,oriflame established sweden expanded globally trade country worldwide cosmetic company presence ireland since opened manufacturing facility sandyford also operates direct sale team ireland sell oriflame cosmetic home beauty demonstration catalogue,1
Origin Enterprises Plc,,,,Agribusiness,"Origin Enterprises plc is an Agri-Services group with interests in food and marine proteins and oils. It provides on-farm integrated agronomy advice and the supply of agri-inputs as well as having associate and joint venture interests in consumer foods and marine proteins and oils. Origin is listed on the ESM and AIM markets of the Irish and London Stock Exchanges respectively and is headquartered in Dublin, Ireland as well as operations in the United Kingdom, Norway, Poland and Ukraine. It employs 1,415 people across its operations worldwide, 100 of who are employed in Ireland.","€1,400,000,000","€81,400,000","1,450",Origin Enterprises  151 Thomas St  Dublin 8,http://www.top1000.ie/origin-enterprises-plc,"53.343436,-6.283642",,,,http://www.originenterprises.ie/,,origin enterprise plc agriservices group interest food marine protein oil provides onfarm integrated agronomy advice supply agriinputs well associate joint venture interest consumer food marine protein oil origin listed esm aim market irish london stock exchange respectively headquartered dublin ireland well operation united kingdom norway poland ukraine employ people across operation worldwide employed ireland,1
Origo,,,,Construction,"Origo is a wholly-owned subsidiary of the Sisk Group, and distributes premium brands including Bosch, Stihl and Viking. It provides marketing, business development, operations and customer support services to increase the sales of the brands it distributes.","€28,000,000","€600,000",60,Magna Drive  Magna Business Park  City West  Dublin 24,http://www.top1000.ie/origo,"53.280953,-6.414857",,,,http://www.origo.ie/,,origo whollyowned subsidiary sisk group distributes premium brand including bosch stihl viking provides marketing business development operation customer support service increase sale brand distributes,2
Osmosis,,,,Consumer Technology,"Osmosis, a technology and audio visual distributor, was established in 1999. The company is a trade only distributor, specialising in audio visual, CCTV, IT & consumer electronics. It serves almost 1,500 resellers and retailers.","€28,800,000","€200,000",19,Unit 1B  Damastown Industrial Estate  Damastown Way  Damastown  Dublin 15,http://www.top1000.ie/osmosis,"53.411214,-6.427402",http://www.top1000.ie/images/logo/osmosis,,,http://www.osmosis.ie/,@OsmosisIreland,osmosis technology audio visual distributor established company trade distributor specialising audio visual cctv consumer electronics serf almost resellers retailer,1
Our Lady's Hospice,,,,Health,"Our Lady's Hospice was established in 1879 by the Sisters of Charity. It has two facilities, Harold’s Cross and Blackrock Hospice, where specialist care is provided for people with a range of needs from rehabilitation to end of life care. Our Lady’s Hospice & Care Services are supported by the public through donations, fundraising events and bequests. It also receives funding from the HSE for healthcare activities.","€38,900,000","€3,200,000",495,Harold's Cross  Dublin 6W,http://www.top1000.ie/our-ladys-hospice,"53.324895,-6.278546",,,,http://www.olh.ie/,,lady hospice established sister charity two facility harolds cross blackrock hospice specialist care provided people range need rehabilitation end life care lady hospice care service supported public donation fundraising event bequest also receives funding hse healthcare activity,2
Ove Arup & Partners,,,,Construction,"Arup provides engineering design, planning and consulting services relating to the built environment to a broad range of local and global clients. It has over 10,000 staff in 100+ offices in 42 countries. Arup in Ireland was founded in 1946 when Ove Arup teamed up with a local architect for the design of the Irish national bus company headquarters in Dublin. Today it has over 300 staff based in Dublin, Cork, Limerick and Galway offices.","€29,600,000","-€3,700,000",351,50 Ringsend Road  Dublin 4,http://www.top1000.ie/ove-arup-partners,"53.341605,-6.231515",,,,http://www.arup.com/global_locations/ireland.aspx,,arup provides engineering design planning consulting service relating built environment broad range local global client staff office country arup ireland founded ove arup teamed local architect design irish national bus company headquarters dublin today staff based dublin cork limerick galway office,2
P & O,,,,Transport,"P&O Ferrymasters is one of the leading European providers of tailor-made transportation and logistics services.Founded in 1953, the company has 25 offices in 12 European countries.P&O Ferrymasters is wholly owned by Dubai World","€468,400,000","-€500,000",377,2A Redlands Crescent  Port of Larne Business Park  Larne.  BT40 1FF,http://www.top1000.ie/p-o,"54.847121,-5.811575",http://www.top1000.ie/images/logo/p-o,,,http://www.poferrymasters.com/,@ferrymasters,ferrymasters one leading european provider tailormade transportation logistics servicesfounded company office european countriespo ferrymasters wholly owned dubai world,3
P. J. Hegarty,,,,Construction,"P.J. Hegarty & Sons is a building and civil engineering company established in Ireland in 1925. The Company undertakes projects throughout Ireland from offices in Dublin, Cork and Limerick, and has been associated with many of the country's major developments in the commercial, industrial and infrastructural sectors.","€102,000,000",,255,Davitt Road  Inchicore  Dublin 12,http://www.top1000.ie/p-j-hegarty,"53.335076,-6.32054",,,,http://www.pjhegarty.ie/,,hegarty son building civil engineering company established ireland company undertakes project throughout ireland office dublin cork limerick associated many country major development commercial industrial infrastructural sector,3
P.J.Carroll (BAT Ireland),,,,Retailing,The company is owned by British American Tobacco. It is engaged in the sale and distribution of tobacco products in Ireland,"€253,500,000","€7,700,000",43,"6th Floor  Block E, Mountainview  Leopardstown  Dublin 18",http://www.top1000.ie/pjcarroll-bat-ireland,"53.284043,53.284043",,,,http://www.pjcarroll.ie/,,company owned british american tobacco engaged sale distribution tobacco product ireland,3
Paddy Power,,,,Financial Services,"Betting and gaming group Paddy Power is a global plc headquartered in Ireland, with over 3,000 employees and 300 plus shops worldwide. The amount staked by customers in 2012 was almost €6 billion. Approximately three-quarters of Paddy Power's profits are generated online and two-thirds of profits are generated from outside Ireland.Profits before tax for the year to the end of December 2012 totalled €139.2million, while annual revenues were at €5.7 billion.","€6,200,000,000","€141,000,000","4,422",Paddy Power plc  Power Tower  Belfield Office Park  Beech Hill Road  Clonskeagh  Dublin 4  Ireland,http://www.top1000.ie/paddy-power,"53.312157,-6.233986",http://www.top1000.ie/images/logo/paddy-power,,,http://www.paddypowerplc.com/,@paddypower,betting gaming group paddy power global plc headquartered ireland employee plus shop worldwide amount staked customer almost billion approximately threequarters paddy power profit generated online twothirds profit generated outside irelandprofits tax year end december totalled million annual revenue billion,3
Pallas,,,,Food,Since the early 1980's Pallas Foods has evolved into one of the leading food service distributors on the island of Ireland under the leadership of the Geary Family. Pallas Foods now part of Sysco since March 2009 have a team of 500 people dedicated to provide excellent quality product and services to its customers.,"€160,000,000",,550,Newcastle West  Limerick,http://www.top1000.ie/pallas,"52.450211,-9.054099",,,,http://www.pallasfoods.eu/,,since early pallas food evolved one leading food service distributor island ireland leadership geary family pallas food part sysco since march team people dedicated provide excellent quality product service customer,1
Pamela Scott,,,,Retailing,"Arzac trades 12 of the 24 stores in the Pamela Scott retail chain (Dundrum, Grafton Street, Swords, Blanchardstown, Limerick Crescent, Tralee, Carlow, Drogheda, Arklow, Sligo, Mahon Point Cork and Limerick City).On Friday, January 18th 2013, the stores were placed into examinership, successfully exiting the process in May 2013.","€15,000,000","€7,700,000",136,UNIT 27 & 28  FASHION CITY  M50 BUSINESS PARK  BALLYMOUNT  DUBLIN 24.,http://www.top1000.ie/pamela-scott,"53.314594,-6.357891",,,,,,arzac trade store pamela scott retail chain dundrum grafton street sword blanchardstown limerick crescent tralee carlow drogheda arklow sligo mahon point cork limerick cityon friday january store placed examinership successfully exiting process may,1
Panda Waste,,,,Resources,"Panda Waste is one of Ireland's largest waste collection and recycling companies. Established in 1973, it was purchased by Eamon Waters in 1990. The company which is headquartered in Meath, has operations in the Louth, Meath and Dublin area. It is the largest exporter of recycled material in Ireland. it serves over 150,000 domestic customers as well as businesses.","€80,000,000",,520,Beaupark Business Park  Navan  Co Meath,http://www.top1000.ie/panda-waste,"53.654602,-6.688817",http://www.top1000.ie/images/logo/panda-waste,,,http://www.panda.ie/,@pandawaste,panda waste one ireland largest waste collection recycling company established purchased eamon water company headquartered meath operation louth meath dublin area largest exporter recycled material ireland serf domestic customer well business,3
Parc Aviation,,,,Professional Services,"Parc Aviation provides aviation personnel on lease to airlines and aviation support organisations, and currently providing more than 800 personnel contracted to 60 clients in 30 different countries.Originally a subsidiary of Irish flag carrier Aer Lingus, the ownership of Parc Aviation passed to management following a buyout in 1995. In July 2008, Parc Aviation was acquired by the Oxford Aviation Academy (OAA) group, adding Parc Aviation's flight crew and technical resourcing services to the group's training portfolio.In May 2012, CAE acquired Oxford Aviation Academy and Parc Aviation to broaden its comprehensive portfolio of capabilities for providing airlines and aircraft operators with end-to-end training and crew sourcing solutions.","€108,600,000","€4,600,000",62,Parc Aviation  St John's Court  Santry  Dublin 9,http://www.top1000.ie/parc-aviation,"53.387202,-6.244235",http://www.top1000.ie/images/logo/parc-aviation,,,http://www.parcaviation.aero/,@parc_aviation,parc aviation provides aviation personnel lease airline aviation support organisation currently providing personnel contracted client different countriesoriginally subsidiary irish flag carrier aer lingus ownership parc aviation passed management following buyout july parc aviation acquired oxford aviation academy oaa group adding parc aviation flight crew technical resourcing service group training portfolioin may cae acquired oxford aviation academy parc aviation broaden comprehensive portfolio capability providing airline aircraft operator endtoend training crew sourcing solution,3
Park Developments,,,,Construction,"Park Developments is a property development company. It is best know for The Park retail and office development in Carrickmines, Dublin. It is also involved in the development of the Greystones harbour project and has built residential schemes in Ticknock Hill, Sandyford, Kelston, Foxrock, and Carrickmines Wood. It employs 49 people. Park Development’s loans are now held by the National Asset Management Agency (Nama).","€86,700,000","-€800,000",20,The Herbert Building  The Park  Carrickmines  Dublin 18,http://www.top1000.ie/park-developments,"53.251052,-6.181491",,,,http://www.parkdevelopments.ie/,,park development property development company best know park retail office development carrickmines dublin also involved development greystones harbour project built residential scheme ticknock hill sandyford kelston foxrock carrickmines wood employ people park development loan held national asset management agency nama,3
Pat O'Donnell,,,,Transport,"Pat O'Donnell & Co is a supplier of heavy machinery and construction equipment. The company, which was founded in 1970, represents international market leaders in the machinery business such as Volvo, Volvo Penta, Sandvik, Perlini and Kaeser.","€40,000,000",,,California Heights  Chapelizod  Dublin 20,http://www.top1000.ie/pat-odonnell,"53.348078,-6.350095",,,,http://www.patodonnell.com/,,pat odonnell supplier heavy machinery construction equipment company founded represents international market leader machinery business volvo volvo penta sandvik perlini kaeser,3
Paypal,,,,Technology,"PayPal Europe Services is based in Blanchardstown and employs more than 1,000 people. It provides customer support and shared services on behalf of the PayPal group. Founded in 1998, PayPal, an eBay company, enables individuals and businesses to send and receive payments online. PayPal has more than 45 million account members and is available to users in 38 countries around the world.It has a sister company eBay Europe Services also based in Blanchardstown which employs 485 people and has a separate entry in this list","€130,600,000","€7,800,000","1,871",Ballycoolin Business Park  Ballycoolin Road  Blanchardstown  Dublin 15,http://www.top1000.ie/paypal,"53.398357,-6.350161",http://www.top1000.ie/images/logo/paypal,,,http://www.paypal.com/,@PayPal,paypal europe service based blanchardstown employ people provides customer support shared service behalf paypal group founded paypal ebay company enables individual business send receive payment online paypal million account member available user country around worldit sister company ebay europe service also based blanchardstown employ people separate entry list,2
PC World,,,,Retailing,"DSG Retail specialises in the sale of high technology consumer electronics, personal computers, domestic appliances, photographic equipment, communications products and related services. The company is behind well-known stores PC World and Curry's.","€152,400,000","-€2,600,000",663,Unit 9A  The Park  Carrickmines  Dublin 18,http://www.top1000.ie/pc-world,"53.251473,-6.180312",http://www.top1000.ie/images/logo/pc-world,,,http://www.pcworld.ie/,@pcworldireland,dsg retail specialises sale high technology consumer electronics personal computer domestic appliance photographic equipment communication product related service company behind wellknown store world curry,0
PCH International,,,,Professional Services,"PCH International (Amekab Ltd) provides customised supply chain management solutions for consumer products with a focus on consumer electronic brands.It was was founded in 1996 and has its headquarters in Cork. Operational headquarters are in Shenzhen, China. It covers all areas of the consumer product supply chain from initial product concept and branding to physical delivery of products, including design and engineering, sourcing, manufacturing management, inventory management and postponement, packaging and fulfillment. PCH employs some 1,200 people in Ireland, China, Taiwan, Hong Kong, Japan, Korea, USA, and South Africa.","€652,800,000",,"5,000",Heritage Business Park  Bessboro Road  Blackrock  Co. Cork,http://www.top1000.ie/pch-international,"51.886025,-8.415953",http://www.top1000.ie/images/logo/pch-international,,,http://www.pchintl.com/,@pch_intl,pch international amekab ltd provides customised supply chain management solution consumer product focus consumer electronic brandsit founded headquarters cork operational headquarters shenzhen china cover area consumer product supply chain initial product concept branding physical delivery product including design engineering sourcing manufacturing management inventory management postponement packaging fulfillment pch employ people ireland china taiwan hong kong japan korea usa south africa,0
Pembase Holdings,,,,Property,"The principal activity of Pembase Holdings Limited is that of an investment company.The group operates hotels in prime locations in Ireland, the UK and the US with the majority of revenues coming from the business and leisure sectors. Hotels within the group include the Doyle Hotel Group.","€126,500,000","€10,700,000","1,178","Millennium Tower, Charlotte Quay Dock, Dublin 4",http://www.top1000.ie/pembase-holdings,"53.317099,-6.205847",,,,http://www.doylecollection.com/,,principal activity pembase holding limited investment companythe group operates hotel prime location ireland majority revenue coming business leisure sector hotel within group include doyle hotel group,3
Peninsula Petroleum,,,,Resources,"Peninsula Petroleum Ltd is a physical bunker and lubricant supplier at the ports of Gibraltar, Ceuta, Canary Islands and Panama and is active as a worldwide trader with annual sales in excess of 6,000,000 metric tonnes.As part of the Gibunco Group, it also provides a full range of marine services, including dedicated barging facilities, ship agency and Scamp, its in-house fuel conservation, ship repair and maintenance network.","€2,900,000,000","€18,700,000",20,Peninsula Petroleum Ltd  The Capel Building  Suite 404  Mary's Abbey  Dublin 7,http://www.top1000.ie/peninsula-petroleum,"53.347238,-6.269157",,,,http://www.peninsulapetroleum.com/,,peninsula petroleum ltd physical bunker lubricant supplier port gibraltar ceuta canary island panama active worldwide trader annual sale excess metric tonnesas part gibunco group also provides full range marine service including dedicated barging facility ship agency scamp inhouse fuel conservation ship repair maintenance network,2
Penn Engineering,,,,Manufacturing,"PennEngineering, headquartered in Danboro, PA and founded in 1942, manufactures fastening solutions and is the parent company of PennEngineering, PennEngineering Automotive Fasteners, 3V® Fasteners Company, Inc. and QRP®, Inc. PennEngineering companies provide fastener and fastener installation design and product solutions worldwide for industries, including electronics, computer, data/telecom, medical, automotive, marine, aircraft, and general manufacturing. Its Irish operations are located in Galway.","€34,900,000","€5,800,000",152,Mervue Business Park  Galway  Ireland,http://www.top1000.ie/penn-engineering,"53.243942,-9.07666",,,,http://www.pemnet.com/,,pennengineering headquartered danboro founded manufacture fastening solution parent company pennengineering pennengineering automotive fastener fastener company inc qrp inc pennengineering company provide fastener fastener installation design product solution worldwide industry including electronics computer datatelecom medical automotive marine aircraft general manufacturing irish operation located galway,0
Penneys,,,,Retailing,"Penneys, which is operated by Primark, is a discount clothing retailer with 38 stores in Ireland. It is a subsidiary of Associated British Foods.","€3,600,000,000",,"3,000",47 Mary Street  Dublin 1,http://www.top1000.ie/penneys,"53.34877,-6.266846",,,,http://www.primark.ie/,,penneys operated primark discount clothing retailer store ireland subsidiary associated british food,1
PepsiCo,,No,Pepsi,Food,"PepsiCo is the world's second largest food and beverage company. PepsiCo Ireland established it’s first presence in Cork in 1974 at Little Island producing concentrate base for well established brand such as Pepsi, Diet Pepsi, 7Up, Mountain Dew, Sierra Mist and Gatorade. Organic growth during saw the operations grow and the business branched into financial shared services in 1996 with the establishment of a shared services centre. In 2003, PepsiCo invested over $100M in a state-of-the-art second manufacturing facility at a Greenfield site in Carrigaline. In 2006, a satellite R&D centre was established at Little Island.In 2007, the Irish operation became the flagship location within the PepsiCo Worldwide Concentrate environment with the transfer of the Worldwide Concentrate headquarters from New York to Cork. A third location was established at Eastgate and this support centre oversees PepsiCo’s entire global concentrate operations.In 2008, new pilot R&D plant was established in Cork.PepsiCo Ireland now employs over 500 people at it’s three locations in Cork. The business activities located in Cork include the manufacture of concentrate (exported to 105 countries worldwide), laboratories, financial shared services (supporting 65 countries), IT providing support to global operations, R&D, global market intelligence and Concentrate functions.","€750,000,000",,600,70 Sir John Rogerson’s Quay  Dublin 2.,http://www.top1000.ie/pepsico,"53.345279,-6.235216",http://www.top1000.ie/images/logo/pepsico,Citizen For Tax Justice 2013,http://ctj.org/pdf/applenotalone.pdf,http://www.pepsico.ie/,@pepsi,pepsico world second largest food beverage company pepsico ireland established first presence cork little island producing concentrate base well established brand pepsi diet pepsi mountain dew sierra mist gatorade organic growth saw operation grow business branched financial shared service establishment shared service centre pepsico invested stateoftheart second manufacturing facility greenfield site carrigaline satellite centre established little islandin irish operation became flagship location within pepsico worldwide concentrate environment transfer worldwide concentrate headquarters new york cork third location established eastgate support centre oversees pepsicos entire global concentrate operationsin new pilot plant established corkpepsico ireland employ people three location cork business activity located cork include manufacture concentrate exported country worldwide laboratory financial shared service supporting country providing support global operation global market intelligence concentrate function,2
Perfectcard,,,,Retailing,"PerfectCard is an Irish limited company with a growing international presence. It works with a number of organisations providing them with the perfect loyalty building solution, as well as marketing its own Gift Card directly to the public.","€19,000,000",,35,Unit 1  Knightpark  Greystones  Co Wicklow,http://www.top1000.ie/perfectcard,"53.149118,-6.079341",,,,http://www.perfectcard.ie/,,perfectcard irish limited company growing international presence work number organisation providing perfect loyalty building solution well marketing gift card directly public,2
Perrigo,,,,Health,"Headquartered in Ireland, Perrigo Company plc is a global healthcare supplier that develops, manufactures and distributes over-the-counter (OTC) and generic prescription (Rx) pharmaceuticals, infant formulas, nutritional products, animal health, dietary supplements, active pharmaceutical ingredients (API), and medical diagnostic products and receives royalties from Multiple Sclerosis drug Tysabri.In 2013 it acquired Irish pharma company Elan.","€2,300,000,000",,"8,800",Treasury Building  Lower Grand Canal St.  Dublin 2,http://www.top1000.ie/perrigo,"53.339563,-6.240908",,,,http://www.perrigo.com/,,headquartered ireland perrigo company plc global healthcare supplier develops manufacture distributes overthecounter otc generic prescription pharmaceutical infant formula nutritional product animal health dietary supplement active pharmaceutical ingredient api medical diagnostic product receives royalty multiple sclerosis drug tysabriin acquired irish pharma company elan,0
Peter Mark,,,,Retailing,"Founded by Peter and Mark Keaveney in Dublin in 1961, Peter Mark is an Irish hairdresssing chain. The company has 73 salons nationwide as well as training schools in Dublin and Belfast.","€42,500,000",,"1,600",The Plaza  15 Ely Place  Dublin 2,http://www.top1000.ie/peter-mark,"53.33712,-6.254572",,,,http://www.petermark.ie/,,founded peter mark keaveney dublin peter mark irish hairdresssing chain company salon nationwide well training school dublin belfast,3
Petroceltic,,,,Energy,"Petroceltic International plc is a publicly quoted oil and gas exploration and production company which currently employs 160 full time industry professionals across multiple disciplines and geographies. The company is headquartered in Dublin with offices in Edinburgh, London, Algiers, Varna, Cairo and Rome. Petroceltic’s shares are listed on the Alternative Investment Market (AIM) of the London Stock Exchange and on the Enterprise Securities Market (ESM) of the Irish Stock Exchan","€147,400,000","-€3,400,000",160,75 St Stephen’s Green  Dublin 2  Ireland,http://www.top1000.ie/petroceltic,"53.33714,-6.249522",,,,http://www.petroceltic.com/,,petroceltic international plc publicly quoted oil gas exploration production company currently employ full time industry professional across multiple discipline geography company headquartered dublin office edinburgh london algiers varna cairo rome petroceltics share listed alternative investment market aim london stock exchange enterprise security market esm irish stock exchan,1
PFH,,,,Professional Services Consultancy,"PFH Technology Group is an independent provider of ICT solutions to corporate, government, health and higher education organisations. The company employs over 237 employees with offices in Dublin, Cork, Galway and Belfast.Founded in 1985, the PFH organisation has grown significantly through both organic growth and more recenly through a series of strategic acquisitions including CK Business Systems in 2006, Siemens Enterprise Communications Ireland in May 2010 and Redstone Technology Ireland in November of 2010.","€50,000,000",,237,Unit 17  The Courtyard  Carmanhall Road  Sandyford  Dublin 18.,http://www.top1000.ie/pfh,"53.277667,-6.212532",http://www.top1000.ie/images/logo/pfh,,,http://www.pfh.ie/,@PFHTechnology,pfh technology group independent provider ict solution corporate government health higher education organisation company employ employee office dublin cork galway belfastfounded pfh organisation grown significantly organic growth recenly series strategic acquisition including business system siemens enterprise communication ireland may redstone technology ireland november,2
Phardiag,,,,Pharma,"Pharmaceutical Distribution Company based in Shannon, County Clare. It employs 24 people. Its directors are managing director, Gerard Pearse, and Luxembourg resident Giovanni D'Aubert.The main activity of the company is the forecasting, planning and purchasing of pharmaceutical and chemical products as well as the manufacturing of diagnostic products.","€444,800,000","€13,700,000",27,Unit 16/17 Distribution Centre  Shannon Industrial Estate  Shannon  County Clare,http://www.top1000.ie/phardiag,"52.710743,-8.878969",,,,,,pharmaceutical distribution company based shannon county clare employ people director managing director gerard pearse luxembourg resident giovanni daubertthe main activity company forecasting planning purchasing pharmaceutical chemical product well manufacturing diagnostic product,0
Philips Electronics,,,,Technology,"Royal Philips Electronics of the Netherlands is an electronics company which makes television sets, lighting, electric shavers, medical diagnostic imaging and patient monitoring, and one-chip TV products. It has 165,300 employees in more than 60 countries in the areas of lighting, consumer electronics, domestic appliances, semiconductors, and medical systems.","€20,500,000","€500,000",36,Philips House  South County Business Park  Leopardstown  Dublin 18,http://www.top1000.ie/philips-electronics,"53.304929,-6.32449",,,,http://www.philips.ie/,,royal philip electronics netherlands electronics company make television set lighting electric shaver medical diagnostic imaging patient monitoring onechip product employee country area lighting consumer electronics domestic appliance semiconductor medical system,0
Pinewood Laboratories,,,,Health,"Pinewood Laboratories Limited trading as Pinewood Healthcare was established in 1976 and is a generic pharmaceutical group marketing its products in over 30 countries worldwide. It manufactures liquids, creams/ointments and powders under its own licenses in Ireland, which are distributed to its international markets directly from its facility located in Tipperary. The Tipperary plant has capacity for over 11,000 tons of bulk products annually and over 51 million finished packs of product per year. A purpose built facility in Dublin comprises warehousing and offices.The company employs over 350 people in Ireland.","€67,200,000","€8,700,000",339,Ballymacarbry  Clonmel  Co Tipperary  Ireland.,http://www.top1000.ie/pinewood-laboratories,"52.355264,-7.693348",,,,http://www.pinewood.ie/,,pinewood laboratory limited trading pinewood healthcare established generic pharmaceutical group marketing product country worldwide manufacture liquid creamsointments powder license ireland distributed international market directly facility located tipperary tipperary plant capacity ton bulk product annually million finished pack product per year purpose built facility dublin comprises warehousing officesthe company employ people ireland,0
PM Group,,,,Construction,"Project Management Holdings provides design, engineering, architecture, project planning and construction management services. Its clients are in private industry and public sector and it concentrates on the biopharma, food, energy and healthcare sectors. It was the lead project and cost management team for the construction of the Aviva Stadium. The group has operations in the UK, Poland, Singapore, India and the US. It employs 1000 people.","€193,000,000","€8,100,000","1,064",Killakee House  Belgard Square  Tallaght  Dublin 24,http://www.top1000.ie/pm-group,"53.276818,-6.344584",,,,http://www.pmgroup-global.com/,,project management holding provides design engineering architecture project planning construction management service client private industry public sector concentrate biopharma food energy healthcare sector lead project cost management team construction aviva stadium group operation poland singapore india employ people,2
Pobal,,,,Professional Services Consultancy,"Pobal is an intermediary that works on behalf of Government to support communities and local agencies toward achieving social inclusion, reconciliation and equality. Pobal is a not-for-profit company with charitable status that manages programmes on behalf of the Irish Government and the EU.","€14,900,000",,181,Holbrook House  Holles Street  Dublin 2,http://www.top1000.ie/pobal,"53.340567,-6.245924",http://www.top1000.ie/images/logo/pobal,,,http://www.pobal.ie/,@pobal,pobal intermediary work behalf government support community local agency toward achieving social inclusion reconciliation equality pobal notforprofit company charitable status manages programme behalf irish government,3
Populis Ireland,,,,Professional Services Consultancy,"Populis is a multilingual publisher of vertical content. It crowdsources, distributes and monetises content in eight European languages for a network of over 550 fully owned and operated websites including Excite Europe, Better Deals, Nanopublishing, Blogosfere, Blogo and mokono. Populis employs over 150 multinational staff members working across offices in Ireland, Italy and Germany.","€22,900,000","-€8,400,000",105,9 Clanwilliam Terrace  Dublin 2,http://www.top1000.ie/populis-ireland,"53.338093,-6.239955",,,,http://www.populis.com/,,populis multilingual publisher vertical content crowdsources distributes monetises content eight european language network fully owned operated website including excite europe better deal nanopublishing blogosfere blogo mokono populis employ multinational staff member working across office ireland italy germany,3
Portwest,,,,Transport,"The principal activities of Mayo Workwear Ltd is the distribution of personal protection equipment (the Portwest brand), operation of retail shops and the operation of Hotel Westport.","€69,700,000","€9,400,000",701,Portwest House  IDA Business & Technology Park  Westport  Co Mayo,http://www.top1000.ie/portwest,"53.801128,-9.522312",http://www.top1000.ie/images/logo/portwest,,,http://www.portwest.ie/,@PortwestIreland,principal activity mayo workwear ltd distribution personal protection equipment portwest brand operation retail shop operation hotel westport,3
Power City,,,,Retailing,"Power City is an electrical retailer of consumer and electronic goods with branches in Blanchardstown, Coolock, Tallaght, Finglas, Fonthill, Sallynoggin, Drogheda, Naas and Bray.","€74,200,000","€4,800,000",224,Unit 12 Pinewood Close  Boghall Road  Bray  Co Wicklow.,http://www.top1000.ie/power-city,"53.187564,-6.108369",http://www.top1000.ie/images/logo/power-city,,,http://www.powercity.ie/,@Powercity_Ltd,power city electrical retailer consumer electronic good branch blanchardstown coolock tallaght finglas fonthill sallynoggin drogheda naas bray,3
Pramerica,,,,Business Technology,"Pramerica Systems Ireland Limited is a software development and contact centre subsidiary of U.S.-based Prudential Financial Inc. (NYSE: Pru), a financial services group with approximately $883 billion in assets under management as of June 30th 2011 and which has operations in the United States, Asia, Europe and Latin America. Pramerica Systems Ireland was founded in Co. Donegal in June 2000 and has 719 employees working its two divisions: software development and back-office contact centre services.","€53,500,000","€7,500,000",972,Letterkenny Office Park  Windyhall  Letterkenny  County Donegal,http://www.top1000.ie/pramerica,"54.965863,-7.731993",,,,http://www.pramerica.ie/,,pramerica system ireland limited software development contact centre subsidiary usbased prudential financial inc nyse pru financial service group approximately billion asset management june operation united state asia europe latin america pramerica system ireland founded donegal june employee working two division software development backoffice contact centre service,2
Premiere Conferencing,,,,Business Technology,"PGi provides teleconferencing and web-related communications solutions using video, web and audio conferencing enhanced with social networking and media sharing. Established in 1991, PGi now has a presence in 25 countries worldwide employing more than 1,750 people. In the last five years, PGi has hosted nearly one billion people from 137 countries in over 200 million meetings. The group's headquarters are in Atlanta, Georgia.The company's European headquarters is located in Clonakilty, Co Cork. It employs more than 200 people in Ireland.","€76,500,000","€8,100,000",228,Unit E  West Cork Technology Park  Clonakilty  Co Cork,http://www.top1000.ie/premiere-conferencing,"51.64354,-8.87089",http://www.top1000.ie/images/logo/premiere-conferencing,,,http://www.pgi.com/ie/en/,@PGi,pgi provides teleconferencing webrelated communication solution using video web audio conferencing enhanced social networking medium sharing established pgi presence country worldwide employing people last five year pgi hosted nearly one billion people country million meeting group headquarters atlanta georgiathe company european headquarters located clonakilty cork employ people ireland,1
Premium Tobacco,,,,Retailing,"Premium Tobacco buys and sells tobacco, principally in the leaf tobacco and blended tobacco markets. It is ultimately controlled by Premium Tobacco Holdings Limited, a company incorporated in the British Virgin Islands. Premium Tobacco employs five administrative staff in its Wexford base.","€52,900,000","€100,000",4,Silverspring House  Ballycogley  Wexford,http://www.top1000.ie/premium-tobacco,"52.339161,-6.460125",,,,,,premium tobacco buy sell tobacco principally leaf tobacco blended tobacco market ultimately controlled premium tobacco holding limited company incorporated british virgin island premium tobacco employ five administrative staff wexford base,3
Premium Tobacco International Limited,,,,Manufacturing,"Premium Tobacco buys and sells tobacco, principally in the leaf tobacco and blended tobacco markets.","€115,600,000","€2,200,000",,Silverspring House  Wexford  Co Wexford,http://www.top1000.ie/premium-tobacco-international-limited,"52.339161,-6.460125",,,,,,premium tobacco buy sell tobacco principally leaf tobacco blended tobacco market,3
Prime Brands,,,,Retailing,Prime Brands purchases and sells commodity goods to countries around Europe.,"€55,000,000",,,17 Castle Street  Dalkey  Co Dublin,http://www.top1000.ie/prime-brands,"53.278067,-6.106843",,,,http://www.primebrands.net/,,prime brand purchase sell commodity good country around europe,1
