ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal,text,clean_text,Cluster
9336,"Kalayathumkuzhi Mathews ""K. M."" Beenamol",F,20.0,163.0,50.0,India,IND,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Women's 4 x 400 metres Relay,,"Kalayathumkuzhi Mathews ""K. M."" Beenamol F India IND 1996 Summer Summer Atlanta Athletics Athletics Women's 4 x 400 metres Relay ",kalayathumkuzhi mathews k beenamol f india ind summer summer atlanta athletics athletics womens x metres relay,1
9336,"Kalayathumkuzhi Mathews ""K. M."" Beenamol",F,25.0,163.0,50.0,India,IND,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's 400 metres,,"Kalayathumkuzhi Mathews ""K. M."" Beenamol F India IND 2000 Summer Summer Sydney Athletics Athletics Women's 400 metres ",kalayathumkuzhi mathews k beenamol f india ind summer summer sydney athletics athletics womens metres,1
9336,"Kalayathumkuzhi Mathews ""K. M."" Beenamol",F,25.0,163.0,50.0,India,IND,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's 4 x 400 metres Relay,,"Kalayathumkuzhi Mathews ""K. M."" Beenamol F India IND 2000 Summer Summer Sydney Athletics Athletics Women's 4 x 400 metres Relay ",kalayathumkuzhi mathews k beenamol f india ind summer summer sydney athletics athletics womens x metres relay,1
9336,"Kalayathumkuzhi Mathews ""K. M."" Beenamol",F,28.0,163.0,50.0,India,IND,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's 4 x 400 metres Relay,,"Kalayathumkuzhi Mathews ""K. M."" Beenamol F India IND 2004 Summer Summer Athina Athletics Athletics Women's 4 x 400 metres Relay ",kalayathumkuzhi mathews k beenamol f india ind summer summer athina athletics athletics womens x metres relay,1
11185,Jai Bhagwan,M,27.0,,,India,IND,2012 Summer,2012,Summer,London,Boxing,Boxing Men's Lightweight,,Jai Bhagwan M India IND 2012 Summer Summer London Boxing Boxing Men's Lightweight ,jai bhagwan india ind summer summer london boxing boxing mens lightweight,0
11188,Gyan Prakash Bhalla,M,26.0,,,India,IND,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 400 metres,,Gyan Prakash Bhalla M India IND 1936 Summer Summer Berlin Athletics Athletics Men's 400 metres ,gyan prakash bhalla india ind summer summer berlin athletics athletics mens metres,1
11188,Gyan Prakash Bhalla,M,26.0,,,India,IND,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 800 metres,,Gyan Prakash Bhalla M India IND 1936 Summer Summer Berlin Athletics Athletics Men's 800 metres ,gyan prakash bhalla india ind summer summer berlin athletics athletics mens metres,1
11189,Dhruv Bhandari,M,24.0,177.0,62.0,India,IND,1984 Summer,1984,Summer,Los Angeles,Sailing,Sailing Mixed Two Person Dinghy,,Dhruv Bhandari M India IND 1984 Summer Summer Los Angeles Sailing Sailing Mixed Two Person Dinghy ,dhruv bhandari india ind summer summer los angeles sailing sailing mixed two person dinghy,0
11190,Gangotri Bhandari,F,23.0,147.0,,India,IND,1980 Summer,1980,Summer,Moskva,Hockey,Hockey Women's Hockey,,Gangotri Bhandari F India IND 1980 Summer Summer Moskva Hockey Hockey Women's Hockey ,gangotri bhandari f india ind summer summer moskva hockey hockey womens hockey,2
11196,Anant Ram Bhargava,M,,,,India,IND,1948 Summer,1948,Summer,London,Wrestling,"Wrestling Men's Welterweight, Freestyle",,"Anant Ram Bhargava M India IND 1948 Summer Summer London Wrestling Wrestling Men's Welterweight, Freestyle ",anant ram bhargava india ind summer summer london wrestling wrestling mens welterweight freestyle,0
11197,Vasudevan Bhaskaran,M,25.0,174.0,68.0,India,IND,1976 Summer,1976,Summer,Montreal,Hockey,Hockey Men's Hockey,,Vasudevan Bhaskaran M India IND 1976 Summer Summer Montreal Hockey Hockey Men's Hockey ,vasudevan bhaskaran india ind summer summer montreal hockey hockey mens hockey,2
11197,Vasudevan Bhaskaran,M,29.0,174.0,68.0,India,IND,1980 Summer,1980,Summer,Moskva,Hockey,Hockey Men's Hockey,Gold,Vasudevan Bhaskaran M India IND 1980 Summer Summer Moskva Hockey Hockey Men's Hockey Gold,vasudevan bhaskaran india ind summer summer moskva hockey hockey mens hockey gold,2
11198,Balwinder Kaur Bhatia,F,21.0,160.0,,India,IND,1980 Summer,1980,Summer,Moskva,Hockey,Hockey Women's Hockey,,Balwinder Kaur Bhatia F India IND 1980 Summer Summer Moskva Hockey Hockey Women's Hockey ,balwinder kaur bhatia f india ind summer summer moskva hockey hockey womens hockey,2
11199,Randhawa Ranjit Bhatia,M,24.0,180.0,63.0,India,IND,1960 Summer,1960,Summer,Roma,Athletics,"Athletics Men's 5,000 metres",,"Randhawa Ranjit Bhatia M India IND 1960 Summer Summer Roma Athletics Athletics Men's 5,000 metres ",randhawa ranjit bhatia india ind summer summer roma athletics athletics mens metres,1
11199,Randhawa Ranjit Bhatia,M,24.0,180.0,63.0,India,IND,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's Marathon,,Randhawa Ranjit Bhatia M India IND 1960 Summer Summer Roma Athletics Athletics Men's Marathon ,randhawa ranjit bhatia india ind summer summer roma athletics athletics mens marathon,1
11201,"Rabindranath ""Rabin"" Bhatta",M,,,,India,IND,1948 Summer,1948,Summer,London,Boxing,Boxing Men's Flyweight,,"Rabindranath ""Rabin"" Bhatta M India IND 1948 Summer Summer London Boxing Boxing Men's Flyweight ",rabindranath rabin bhatta india ind summer summer london boxing boxing mens flyweight,0
11202,Deepankar Bhattacharya,M,20.0,178.0,68.0,India,IND,1992 Summer,1992,Summer,Barcelona,Badminton,Badminton Men's Singles,,Deepankar Bhattacharya M India IND 1992 Summer Summer Barcelona Badminton Badminton Men's Singles ,deepankar bhattacharya india ind summer summer barcelona badminton badminton mens singles,0
11202,Deepankar Bhattacharya,M,20.0,178.0,68.0,India,IND,1992 Summer,1992,Summer,Barcelona,Badminton,Badminton Men's Doubles,,Deepankar Bhattacharya M India IND 1992 Summer Summer Barcelona Badminton Badminton Men's Doubles ,deepankar bhattacharya india ind summer summer barcelona badminton badminton mens doubles,0
11202,Deepankar Bhattacharya,M,24.0,178.0,68.0,India,IND,1996 Summer,1996,Summer,Atlanta,Badminton,Badminton Men's Singles,,Deepankar Bhattacharya M India IND 1996 Summer Summer Atlanta Badminton Badminton Men's Singles ,deepankar bhattacharya india ind summer summer atlanta badminton badminton mens singles,0
11212,Dattu Baban Bhokanal,M,25.0,189.0,81.0,India,IND,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Single Sculls,,Dattu Baban Bhokanal M India IND 2016 Summer Summer Rio de Janeiro Rowing Rowing Men's Single Sculls ,dattu baban bhokanal india ind summer summer rio de janeiro rowing rowing mens single sculls,0
11215,Nirmal Kumar Bhose,M,,,,India,IND,1948 Summer,1948,Summer,London,Wrestling,"Wrestling Men's Bantamweight, Freestyle",,"Nirmal Kumar Bhose M India IND 1948 Summer Summer London Wrestling Wrestling Men's Bantamweight, Freestyle ",nirmal kumar bhose india ind summer summer london wrestling wrestling mens bantamweight freestyle,0
11216,Bandu Bhosle,M,19.0,,,India,IND,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Individual All-Around,,Bandu Bhosle M India IND 1964 Summer Summer Tokyo Gymnastics Gymnastics Men's Individual All-Around ,bandu bhosle india ind summer summer tokyo gymnastics gymnastics mens individual allaround,0
11216,Bandu Bhosle,M,19.0,,,India,IND,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Team All-Around,,Bandu Bhosle M India IND 1964 Summer Summer Tokyo Gymnastics Gymnastics Men's Team All-Around ,bandu bhosle india ind summer summer tokyo gymnastics gymnastics mens team allaround,0
11216,Bandu Bhosle,M,19.0,,,India,IND,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Floor Exercise,,Bandu Bhosle M India IND 1964 Summer Summer Tokyo Gymnastics Gymnastics Men's Floor Exercise ,bandu bhosle india ind summer summer tokyo gymnastics gymnastics mens floor exercise,0
11216,Bandu Bhosle,M,19.0,,,India,IND,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Horse Vault,,Bandu Bhosle M India IND 1964 Summer Summer Tokyo Gymnastics Gymnastics Men's Horse Vault ,bandu bhosle india ind summer summer tokyo gymnastics gymnastics mens horse vault,0
11216,Bandu Bhosle,M,19.0,,,India,IND,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Parallel Bars,,Bandu Bhosle M India IND 1964 Summer Summer Tokyo Gymnastics Gymnastics Men's Parallel Bars ,bandu bhosle india ind summer summer tokyo gymnastics gymnastics mens parallel bars,0
11216,Bandu Bhosle,M,19.0,,,India,IND,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Horizontal Bar,,Bandu Bhosle M India IND 1964 Summer Summer Tokyo Gymnastics Gymnastics Men's Horizontal Bar ,bandu bhosle india ind summer summer tokyo gymnastics gymnastics mens horizontal bar,0
11216,Bandu Bhosle,M,19.0,,,India,IND,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Rings,,Bandu Bhosle M India IND 1964 Summer Summer Tokyo Gymnastics Gymnastics Men's Rings ,bandu bhosle india ind summer summer tokyo gymnastics gymnastics mens rings,0
11216,Bandu Bhosle,M,19.0,,,India,IND,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Pommelled Horse,,Bandu Bhosle M India IND 1964 Summer Summer Tokyo Gymnastics Gymnastics Men's Pommelled Horse ,bandu bhosle india ind summer summer tokyo gymnastics gymnastics mens pommelled horse,0
11219,Mahesh Shrinivas Bhupathi,M,22.0,185.0,88.0,India,IND,1996 Summer,1996,Summer,Atlanta,Tennis,Tennis Men's Doubles,,Mahesh Shrinivas Bhupathi M India IND 1996 Summer Summer Atlanta Tennis Tennis Men's Doubles ,mahesh shrinivas bhupathi india ind summer summer atlanta tennis tennis mens doubles,0
11219,Mahesh Shrinivas Bhupathi,M,26.0,185.0,88.0,India,IND,2000 Summer,2000,Summer,Sydney,Tennis,Tennis Men's Doubles,,Mahesh Shrinivas Bhupathi M India IND 2000 Summer Summer Sydney Tennis Tennis Men's Doubles ,mahesh shrinivas bhupathi india ind summer summer sydney tennis tennis mens doubles,0
11219,Mahesh Shrinivas Bhupathi,M,30.0,185.0,88.0,India,IND,2004 Summer,2004,Summer,Athina,Tennis,Tennis Men's Doubles,,Mahesh Shrinivas Bhupathi M India IND 2004 Summer Summer Athina Tennis Tennis Men's Doubles ,mahesh shrinivas bhupathi india ind summer summer athina tennis tennis mens doubles,0
11219,Mahesh Shrinivas Bhupathi,M,34.0,185.0,88.0,India,IND,2008 Summer,2008,Summer,Beijing,Tennis,Tennis Men's Doubles,,Mahesh Shrinivas Bhupathi M India IND 2008 Summer Summer Beijing Tennis Tennis Men's Doubles ,mahesh shrinivas bhupathi india ind summer summer beijing tennis tennis mens doubles,0
11219,Mahesh Shrinivas Bhupathi,M,38.0,185.0,88.0,India-1,IND,2012 Summer,2012,Summer,London,Tennis,Tennis Men's Doubles,,Mahesh Shrinivas Bhupathi M India-1 IND 2012 Summer Summer London Tennis Tennis Men's Doubles ,mahesh shrinivas bhupathi india ind summer summer london tennis tennis mens doubles,0
11520,Govinda Billimogaputtaswamy,M,20.0,171.0,60.0,India,IND,1972 Summer,1972,Summer,Munich,Hockey,Hockey Men's Hockey,Bronze,Govinda Billimogaputtaswamy M India IND 1972 Summer Summer Munich Hockey Hockey Men's Hockey Bronze,govinda billimogaputtaswamy india ind summer summer munich hockey hockey mens hockey bronze,2
11520,Govinda Billimogaputtaswamy,M,24.0,171.0,60.0,India,IND,1976 Summer,1976,Summer,Montreal,Hockey,Hockey Men's Hockey,,Govinda Billimogaputtaswamy M India IND 1976 Summer Summer Montreal Hockey Hockey Men's Hockey ,govinda billimogaputtaswamy india ind summer summer montreal hockey hockey mens hockey,2
11521,Cawas Kersasp Billimoria,M,29.0,,,India,IND,1992 Summer,1992,Summer,Barcelona,Judo,Judo Men's Heavyweight,,Cawas Kersasp Billimoria M India IND 1992 Summer Summer Barcelona Judo Judo Men's Heavyweight ,cawas kersasp billimoria india ind summer summer barcelona judo judo mens heavyweight,0
11601,Abhinav Bindra,M,17.0,173.0,70.0,India,IND,2000 Summer,2000,Summer,Sydney,Shooting,"Shooting Men's Air Rifle, 10 metres",,"Abhinav Bindra M India IND 2000 Summer Summer Sydney Shooting Shooting Men's Air Rifle, 10 metres ",abhinav bindra india ind summer summer sydney shooting shooting mens air rifle metres,0
11601,Abhinav Bindra,M,21.0,173.0,70.0,India,IND,2004 Summer,2004,Summer,Athina,Shooting,"Shooting Men's Air Rifle, 10 metres",,"Abhinav Bindra M India IND 2004 Summer Summer Athina Shooting Shooting Men's Air Rifle, 10 metres ",abhinav bindra india ind summer summer athina shooting shooting mens air rifle metres,0
11601,Abhinav Bindra,M,25.0,173.0,70.0,India,IND,2008 Summer,2008,Summer,Beijing,Shooting,"Shooting Men's Air Rifle, 10 metres",Gold,"Abhinav Bindra M India IND 2008 Summer Summer Beijing Shooting Shooting Men's Air Rifle, 10 metres Gold",abhinav bindra india ind summer summer beijing shooting shooting mens air rifle metres gold,0
11601,Abhinav Bindra,M,29.0,173.0,70.0,India,IND,2012 Summer,2012,Summer,London,Shooting,"Shooting Men's Air Rifle, 10 metres",,"Abhinav Bindra M India IND 2012 Summer Summer London Shooting Shooting Men's Air Rifle, 10 metres ",abhinav bindra india ind summer summer london shooting shooting mens air rifle metres,0
11601,Abhinav Bindra,M,33.0,173.0,70.0,India,IND,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Men's Air Rifle, 10 metres",,"Abhinav Bindra M India IND 2016 Summer Summer Rio de Janeiro Shooting Shooting Men's Air Rifle, 10 metres ",abhinav bindra india ind summer summer rio de janeiro shooting shooting mens air rifle metres,0
11637,Kalayathumkuzhi Mathews Binu,M,23.0,172.0,61.0,India,IND,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 400 metres,,Kalayathumkuzhi Mathews Binu M India IND 2004 Summer Summer Athina Athletics Athletics Men's 400 metres ,kalayathumkuzhi mathews binu india ind summer summer athina athletics athletics mens metres,1
11651,Harishchandra Madhavrao Birajdar,M,22.0,192.0,100.0,India,IND,1972 Summer,1972,Summer,Munich,Wrestling,"Wrestling Men's Middleweight, Freestyle",,"Harishchandra Madhavrao Birajdar M India IND 1972 Summer Summer Munich Wrestling Wrestling Men's Middleweight, Freestyle ",harishchandra madhavrao birajdar india ind summer summer munich wrestling wrestling mens middleweight freestyle,0
11652,Shahuraj Birajdar,M,25.0,167.0,54.0,India,IND,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Bantamweight,,Shahuraj Birajdar M India IND 1988 Summer Summer Seoul Boxing Boxing Men's Bantamweight ,shahuraj birajdar india ind summer summer seoul boxing boxing mens bantamweight,0
11778,Jagdish Kumar Singh Bishnoi,M,28.0,182.0,86.0,India,IND,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Javelin Throw,,Jagdish Kumar Singh Bishnoi M India IND 2000 Summer Summer Sydney Athletics Athletics Men's Javelin Throw ,jagdish kumar singh bishnoi india ind summer summer sydney athletics athletics mens javelin throw,1
11796,Madhumita Bisht,F,27.0,,,India,IND,1992 Summer,1992,Summer,Barcelona,Badminton,Badminton Women's Singles,,Madhumita Bisht F India IND 1992 Summer Summer Barcelona Badminton Badminton Women's Singles ,madhumita bisht f india ind summer summer barcelona badminton badminton womens singles,0
11824,Narendar Bisth Singh,M,28.0,,,India,IND,1992 Summer,1992,Summer,Barcelona,Boxing,Boxing Men's Featherweight,,Narendar Bisth Singh M India IND 1992 Summer Summer Barcelona Boxing Boxing Men's Featherweight ,narendar bisth singh india ind summer summer barcelona boxing boxing mens featherweight,0
11827,Soma Biswas,F,22.0,173.0,63.0,India,IND,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's Heptathlon,,Soma Biswas F India IND 2000 Summer Summer Sydney Athletics Athletics Women's Heptathlon ,soma biswas f india ind summer summer sydney athletics athletics womens heptathlon,1
11827,Soma Biswas,F,26.0,173.0,63.0,India,IND,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's Heptathlon,,Soma Biswas F India IND 2004 Summer Summer Athina Athletics Athletics Women's Heptathlon ,soma biswas f india ind summer summer athina athletics athletics womens heptathlon,1
12465,Anju Bobby George (Markose-),F,27.0,175.0,62.0,India,IND,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's Long Jump,,Anju Bobby George (Markose-) F India IND 2004 Summer Summer Athina Athletics Athletics Women's Long Jump ,anju bobby george markose f india ind summer summer athina athletics athletics womens long jump,1
12465,Anju Bobby George (Markose-),F,31.0,175.0,62.0,India,IND,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Women's Long Jump,,Anju Bobby George (Markose-) F India IND 2008 Summer Summer Beijing Athletics Athletics Women's Long Jump ,anju bobby george markose f india ind summer summer beijing athletics athletics womens long jump,1
12589,Pradip Bode Kumar,M,,,,India,IND,1952 Summer,1952,Summer,Helsinki,Cycling,"Cycling Men's Road Race, Individual",,"Pradip Bode Kumar M India IND 1952 Summer Summer Helsinki Cycling Cycling Men's Road Race, Individual ",pradip bode kumar india ind summer summer helsinki cycling cycling mens road race individual,0
12589,Pradip Bode Kumar,M,,,,India,IND,1952 Summer,1952,Summer,Helsinki,Cycling,"Cycling Men's Road Race, Team",,"Pradip Bode Kumar M India IND 1952 Summer Summer Helsinki Cycling Cycling Men's Road Race, Team ",pradip bode kumar india ind summer summer helsinki cycling cycling mens road race team,0
12911,Lal Shah S. Bokhari,M,23.0,173.0,,India,IND,1932 Summer,1932,Summer,Los Angeles,Hockey,Hockey Men's Hockey,Gold,Lal Shah S. Bokhari M India IND 1932 Summer Summer Los Angeles Hockey Hockey Men's Hockey Gold,lal shah bokhari india ind summer summer los angeles hockey hockey mens hockey gold,2
